year,month,day,provstate,city,latitude,longitude,primary_attacktype,secondary_attacktype,tertiary_attacktype,primary_target,secondary_target,tertiary_target,target_nationality,primary_group,secondary_group,tertiary_group,nperps,nperpcap,weaptype1,weapsubtype1,weaptype2,weapsubtype2,weaptype3,weapsubtype3,nkill,nwound,nkillter,nwoundte
2015,6,13,Aleppo,Aleppo,36.231173,37.116374,Unknown,NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,6,13,Hamah,Unknown,35.194262,37.491843,Unknown,NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,6,14,Homs,Homs,34.730566,36.718002,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,0,27,0,0
2015,6,14,Homs,Homs,34.734607,36.717288,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,0,10,0,0
2015,6,15,Aleppo,Aleppo,36.218307,37.130216,Bombing/Explosion,NA,NA,Religious Figures/Institutions,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,22,0,0
2015,6,15,Aleppo,Aleppo,36.229177,37.127247,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.215817,37.144172,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.221482,37.151866,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.21018,37.151605000000004,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.169777,37.075625,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.190488,37.118296,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,21,0,0
2015,6,15,Aleppo,Aleppo,36.201226,37.137724,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,21,0,0
2015,6,15,Aleppo,Aleppo,36.224935,37.123258,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,21,0,0
2015,6,16,Damascus,Damascus,33.50145,36.246813,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,2,0,0
2015,6,16,Damascus,Damascus,33.524842,36.2973,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,2,0,0
2015,6,16,Damascus,Damascus,33.543915,36.318318,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,2,0,0
2015,6,16,Damascus,Damascus,33.516771,36.277365,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaysh al-Islam (Syria),NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,1,0,0
2015,6,16,Damascus,Damascus,33.521545,36.291467,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,9,13,0,0
2015,6,16,Aleppo,Aleppo,36.218307,37.130216,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,NA,0,0
2015,6,16,Aleppo,Aleppo,36.230492,37.118551,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,2,NA,0,0
2015,6,16,Aleppo,Aleppo,36.203671,37.183232,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,NA,0,0
2015,6,16,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,NA,NA,Transportation,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,NA,0,0
2015,6,16,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,NA,NA,Transportation,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,NA,0,0
2015,6,17,Quneitra,Tall Shaar,33.178654,35.944002,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Tall Bazzaq,33.236444,35.847348,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Quneitra,33.126487,35.824064,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Khan Arnabeh,33.18371,35.891002,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Baath,33.173818,35.876952,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Jabah,33.164784,35.926097,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Quneitra,Unknown,33.120685,35.825365,Armed Assault,NA,NA,Military,NA,NA,Syria,Southern Front,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Unknown Gun Type,NA,NA,NA,NA,NA,NA
2015,6,17,Aleppo,Aleppo,36.169302,37.079907,Unknown,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Muslim extremists,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,6,18,Aleppo,Aleppo,36.201668,37.153763,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,8,0,0,0
2015,6,19,Aleppo,Kafr Hamra,36.252778,37.079167,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,NA,0,0
2015,6,19,Aleppo,Aleppo,36.201047,37.146129,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,0,0,0
2015,6,21,Al Hasakah,Qamishli,37.048136,41.214075,Bombing/Explosion,NA,NA,Police,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,2,11,1,0
2015,6,21,Aleppo,Aleppo,36.230492,37.118551,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,0,0,0
2015,6,21,Aleppo,Aleppo,36.201436,37.141217,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,8,14,0,0
2015,6,22,Deir ez-Zor,Kasrah,35.566065,39.916805,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,3,0,0,0
2015,6,23,Al Hasakah,Hasakah,36.511821,40.741966,Bombing/Explosion,NA,NA,Police,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,1,12,1,0
2015,6,23,Al Hasakah,Hasakah,36.479726,40.754693,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,3,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,13,16,3,0
2015,6,23,Al Hasakah,Hasakah,36.479726,40.754693,Bombing/Explosion,NA,NA,Military,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,2,12,1,0
2015,6,24,Rif Dimashq,At Tall,33.608823,36.315266,Bombing/Explosion,NA,NA,Religious Figures/Institutions,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,13,24,0,0
2015,6,23,Deir ez-Zor,Mayadin,35.019841,40.452573,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,2,0,0,0
2015,6,24,Homs,Jeb al-Jarrah,34.83451,37.32141,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,19,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,NA,NA,NA,22,6,19,0
2015,6,24,Hamah,Unknown,35.188787,37.211583,Unknown,NA,NA,Military,NA,NA,Syria,Unknown,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,24,NA,0,0
2015,6,25,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,50,NA,20,NA
2015,6,25,Daraa,Daraa,32.626587,36.100211,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Southern Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,7,27,0,0
2015,6,25,Aleppo,Kobani,36.899389,38.349653000000004,Bombing/Explosion,Armed Assault,NA,Police,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Firearms,Unknown Gun Type,NA,NA,174,201,54,NA
2015,6,25,Aleppo,Barkh Butan,36.698911,38.277925,Armed Assault,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Firearms,Unknown Gun Type,NA,NA,NA,NA,26,15,0,0
2015,6,26,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,21,NA,1,0
2015,6,26,Hamah,Sheikh Hilal,35.249058,37.502734,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,23,NA,0,0
2015,6,26,Hamah,Sheikh Hilal,35.249058,37.502734,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,23,NA,0,0
2015,6,26,Hamah,Sheikh Hilal,35.24907,37.501715,Unknown,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,22,NA,0,0
2015,6,28,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,7,0,3,0
2015,6,28,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,7,0,3,0
2015,6,28,Al Hasakah,Hasakah,36.507867,40.746267,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,7,0,3,0
2015,6,28,Al Hasakah,Hasakah,36.503873,40.743157,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA
2015,6,28,Deir ez-Zor,Unknown,35.179533,40.423017,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,NA,NA,NA,NA,2,0,0,0
2015,6,28,Damascus,Damascus,33.517597,36.296574,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,12,0,0
2015,6,29,Deir ez-Zor,Unknown,35.177754,40.425148,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,NA,NA,NA,NA,2,0,0,0
2015,6,30,Raqqah,Tall Abyad,36.697038,38.948716,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),Unknown,NA,NA,NA,5,0,4,0
2015,6,30,Homs,Homs,34.724381,36.723229,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Sticky Bomb,NA,NA,NA,NA,0,1,0,0
2015,6,30,Homs,Homs,34.72547,36.71526,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,Sticky Bomb,NA,NA,NA,NA,0,1,0,0
2015,6,30,Deir ez-Zor,Mayadin,35.019485,40.451693,Hostage Taking (Kidnapping),NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Rope or Other Strangling Device,NA,NA,NA,NA,5,0,0,0
2015,7,2,Aleppo,Zahra,36.359692,37.011628,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,10,0,0
2015,7,2,Aleppo,Aleppo,36.226391,37.121168,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,10,0,0
2015,7,2,Aleppo,Aleppo,36.227763,37.143706,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,10,0,0
2015,7,2,Aleppo,Aleppo,36.225726,37.11433,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,10,0,0
2015,7,2,Aleppo,Aleppo,36.2065,37.160027,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,10,0,0
2015,7,2,Aleppo,Aleppo,36.2065,37.160027,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,10,0,0
2015,7,2,Aleppo,Aleppo,36.2065,37.160027,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Ansar al-Sharia Operations Room (Syria),Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,10,0,0
2015,7,3,Idlib,Arihah,35.813023,36.608044,Bombing/Explosion,NA,NA,Religious Figures/Institutions,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,15,20,1,NA
2015,7,4,Damascus,Damascus,33.503983,36.277044,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,0,0,0,0
2015,7,4,Damascus,Damascus,33.517864,36.285592,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,1,2,0,0
2015,7,4,Idlib,Unknown,35.931027,36.641778,Unknown,NA,NA,Private Citizens & Property,NA,NA,Syria,Jaish al-Fatah (Syria),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,8,0,0,0
2015,7,4,Idlib,Yaqubiyah,35.922222,36.314444,Hostage Taking (Kidnapping),NA,NA,Religious Figures/Institutions,NA,NA,Iraq,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,0,0,0,0
2015,7,4,Aleppo,Kobani,36.890343,38.350011,Bombing/Explosion,NA,NA,Unknown,NA,NA,NA,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),NA,NA,NA,NA,1,0,1,0
2015,7,6,Aleppo,Aleppo,36.223024,37.096368,Bombing/Explosion,Armed Assault,NA,Military,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Firearms,Unknown Gun Type,NA,NA,26,NA,1,NA
2015,7,6,Raqqah,Ain Issa,36.385436,38.862271,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,21,NA,1,NA
2015,7,9,Aleppo,Aleppo,36.21966,37.167394,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Free Syrian Army,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,2,0,0
2015,7,11,Homs,At Tifur,34.724027,36.716151,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,4,0,0,0
2015,7,11,Homs,Jihar,34.677193,37.815963000000004,Bombing/Explosion,NA,NA,Business,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,Unknown,NA,NA,NA,4,0,0,0
2015,7,12,Aleppo,Aleppo,36.199187,37.164046,Bombing/Explosion,NA,NA,Military,NA,NA,Syria,Muslim extremists,NA,NA,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,NA,NA,NA,NA,NA,0,0
2015,6,20,Unknown,Unknown,NA,NA,Hostage Taking (Kidnapping),NA,NA,Journalists & Media,NA,NA,Syria,Al-Nusrah Front,NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,0,0
2015,7,18,Homs,Palmyra,34.568864,38.291006,Hostage Taking (Kidnapping),NA,NA,Government (General),NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Melee,Knife or Other Sharp Object,NA,NA,NA,NA,1,0,0,0
2015,7,20,Aleppo,Kobani,36.890343,38.350011,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,3,0,1,0
2015,7,27,Al Hasakah,Qamishli,37.054943,41.228247,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,Private Citizens & Property,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,0,3,0,0
2015,7,21,Al Hasakah,Hasakah,36.508154,40.747694,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,0,0,0,0
2015,7,21,Idlib,Kafrayah,35.990637,36.677702,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,3,100,0,0
2015,7,21,Idlib,Fuah,35.982007,36.705582,Bombing/Explosion,NA,NA,Military,Terrorists/Non-State Militia,Private Citizens & Property,Syria,Aleppo Fatah Operations Room,Free Syrian Army,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,4,100,0,0
2015,7,13,Aleppo,Aleppo,36.2065,37.160027,Hostage Taking (Kidnapping),NA,NA,Journalists & Media,NA,NA,Spain,Al-Nusrah Front,Islamic State of Iraq and the Levant (ISIL),NA,NA,0,Unknown,NA,NA,NA,NA,NA,NA,NA,0,0
2015,7,21,Aleppo,Aleppo,36.2065,37.160027,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,10,NA,0,0
2015,7,21,Al Hasakah,Ramalan,37.004137,41.952889,Facility/Infrastructure Attack,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Unknown,NA,NA,NA,0,Incendiary,Arson/Fire,NA,NA,NA,NA,2,NA,0,0
2015,7,21,Raqqah,Raqqah,35.952281,39.009055,Assassination,NA,NA,Journalists & Media,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Unknown,NA,NA,NA,NA,NA,1,0,0,0
2015,7,25,Raqqah,Tall Abyad,36.6975,38.956667,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,1,0
2015,7,25,Raqqah,Tall Abyad,36.6975,38.956667,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,1,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,1,0
2015,7,25,Aleppo,Sarin,36.5875,38.299722,Bombing/Explosion,NA,NA,Terrorists/Non-State Militia,NA,NA,Syria,Islamic State of Iraq and the Levant (ISIL),NA,NA,NA,0,Explosives/Bombs/Dynamite,Vehicle,NA,NA,NA,NA,NA,NA,0,0
2015,7,25,Aleppo,Aleppo,36.206779,37.156008,Bombing/Explosion,NA,NA,Private Citizens & Property,NA,NA,Syria,Unknown,NA,NA,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,5,0,0,0
