year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,nperps,nperpcap,weaptype1,weapsubtype1,nkill,nwound,nkillter,nwoundte
2016,9,6,Rif Dimashq,Hawsh Nasri,33.557778,36.470556,Bombing/Explosion,Private Citizens & Property,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,6,Aleppo,Aleppo,36.192948,37.115731,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,6,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Business,Syria,Al-Sham Legion,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,6,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Military,Syria,Authenticity and Development Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,6,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,6,Aleppo,Aleppo,36.228593,37.119246,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,8,Aleppo,Jarabulus,36.81753,38.010726,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,5,12,0,0
2016,9,11,Damascus,Damascus,33.519093,36.330659,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,11,Hamah,Kokab,35.299167,36.802222,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nasir Army (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,15,Hamah,Maan,35.358813,36.796381,Bombing/Explosion,Private Citizens & Property,Syria,Jund al-Aqsa,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,15,Aleppo,Aleppo,36.219442,37.112187,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,15,Aleppo,Aleppo,36.199993,37.099943,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,16,Damascus,Damascus,33.527585,36.388542,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,9,16,Aleppo,Aleppo,36.213662,37.153329,Bombing/Explosion,Religious Figures/Institutions,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,0,0
2016,9,16,Damascus,Damascus,33.537329,36.337111,Bombing/Explosion,Military,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,18,Deir ez-Zor,Deir ez-Zor,35.329652,40.135034,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,0
2016,9,18,Homs,Tasnin,34.87,36.652778,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,19,Aleppo,Sabiqiyah,36.06541,37.10502,Armed Assault,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,9,9,Aleppo,Al-Rai,36.613252,37.449464,Unknown,Military,Turkey,Islamic State of Iraq and the Levant (ISIL),NA,0,Unknown,NA,3,1,0,0
2016,9,20,Aleppo,Manbij,36.526289,37.94557,Bombing/Explosion,Educational Institution,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Land Mine,3,0,0,0
2016,9,21,Aleppo,Aster,36.552558,36.85261,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Democratic Union Party (PYD),NA,0,Unknown,NA,NA,NA,0,0
2016,9,21,Aleppo,Juwayq,36.542026,36.795415,Hostage Taking (Kidnapping),Private Citizens & Property,Syria,Democratic Union Party (PYD),NA,0,Unknown,NA,NA,NA,0,0
2016,9,22,Daraa,Inkhil,33.014588,36.127381,Assassination,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),13,30,1,0
2016,9,22,Aleppo,Aleppo,36.200625,37.100937,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,22,Aleppo,Aleppo,36.201107,37.142895,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,23,Damascus,Damascus,33.519093,36.330659,Armed Assault,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,23,Rif Dimashq,Hawsh Nasri,33.557778,36.470556,Armed Assault,Military,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,24,Hamah,Masyaf,35.065342,36.342086,Bombing/Explosion,Private Citizens & Property,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,25,Hamah,Masyaf,35.065342,36.342086,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,9,28,Aleppo,Aleppo,36.213662,37.153329,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,4,0,0
2016,9,28,Aleppo,Aleppo,36.201011,37.164987000000004,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2016,9,28,Aleppo,Aleppo,36.218437,37.126002,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2016,9,28,Aleppo,Aleppo,36.204392,37.09654,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2016,9,30,Aleppo,Aleppo,36.21966,37.167394,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,11,0,0
2016,9,30,Aleppo,Aleppo,36.213662,37.153329,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,11,0,0
2016,9,30,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,11,0,0
2016,9,30,Aleppo,Aleppo,36.219069,37.160944,Bombing/Explosion,Private Citizens & Property,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,11,0,0
2016,9,30,Aleppo,Aleppo,36.202105,37.13426,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",3,11,0,0
2016,10,3,Hamah,Hamah,35.137179,36.758584,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),2,6,1,0
2016,10,3,Hamah,Hamah,35.137308,36.758365,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),2,6,1,0
2016,10,3,Al Hasakah,Tell Tawil,36.554444,40.748056,Bombing/Explosion,Private Citizens & Property,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),35,77,1,0
2016,10,4,Aleppo,Aleppo,36.209117,37.116645,Bombing/Explosion,Educational Institution,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,12,0,0
2016,10,5,Aleppo,Aleppo,36.210814,37.133898,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,NA,0,NA
2016,10,5,Aleppo,Aleppo,36.21809,37.126544,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,NA,0,NA
2016,10,6,Idlib,Atmeh,36.308305,36.687633,Bombing/Explosion,Other,NA,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),21,20,1,0
2016,10,6,Aleppo,Aleppo,36.207273,37.14328,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",11,0,0,0
2016,10,9,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Educational Institution,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",9,0,0,0
2016,10,10,Latakia,Unknown,35.54071,35.795267,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,10,Aleppo,Aleppo,36.182239,37.096699,Armed Assault,Military,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,10,Damascus,Damascus,33.531,36.337111,Armed Assault,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,10,Damascus,Damascus,33.531,36.337111,Armed Assault,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,10,Hamah,Mhardeh,35.248736,36.571592,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,11,Daraa,Daraa,32.623405,36.098781,Bombing/Explosion,Educational Institution,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5,15,0,0
2016,10,11,Aleppo,Mashi,36.52915,37.951031,Bombing/Explosion,Business,Syria,Islamic State of Iraq and the Levant (ISIL),1,0,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),11,20,1,0
2016,10,12,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",5,13,0,0
2016,10,12,Hamah,Rasha,35.271735,36.294685,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA
2016,10,12,Damascus,Duma,33.572264,36.401811,Bombing/Explosion,Military,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,13,Aleppo,Bab As Salameh,36.630637,37.085353,Bombing/Explosion,Terrorists/Non-State Militia,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,Vehicle,17,25,0,0
2016,10,13,Aleppo,Aleppo,36.215549,37.159279,Bombing/Explosion,Educational Institution,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",4,10,0,0
2016,10,14,Aleppo,Aleppo,36.157885,37.1339,Armed Assault,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,14,Damascus,Damascus,33.531,36.337111,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,17,Rif Dimashq,As Saburah,33.514722,36.124722,Bombing/Explosion,Military,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,3,0,1,0
2016,10,17,Aleppo,Aleppo,36.210092,37.153329,Armed Assault,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,17,Aleppo,Aleppo,36.211683,37.1473,Armed Assault,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,19,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Business,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,19,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,19,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Military,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,20,Damascus,Damascus,33.531,36.337111,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,20,Damascus,Damascus,33.531,36.337111,Armed Assault,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,23,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,23,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,26,Hamah,Maan,35.359586,36.795702,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,26,Hamah,Kokab,35.299167,36.802222,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,26,Hamah,Kokab,35.299167,36.802222,Bombing/Explosion,Private Citizens & Property,Syria,Southern Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Damascus,Damascus,33.531,36.337111,Armed Assault,Educational Institution,Syria,Free Syrian Army,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Aleppo,Aleppo,36.174452,37.097709,Armed Assault,Private Citizens & Property,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Aleppo,Hirbathirs,36.155086,37.035329,Armed Assault,Telecommunication,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Aleppo,Aleppo,36.211683,37.1473,Armed Assault,Military,Syria,Jaysh al-Islam (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Aleppo,Aleppo,36.165493,37.09912,Armed Assault,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,27,Hamah,Suran,35.292778,36.745833,Bombing/Explosion,Transportation,Syria,Al-Nasir Army (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,28,Aleppo,Aleppo,36.176041,37.082958,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,Vehicle,5,13,3,0
2016,10,28,Aleppo,Aleppo,36.18057,37.224296,Bombing/Explosion,Military,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,NA,0,NA
2016,10,28,Latakia,Qardaha,35.457379,36.059439,Bombing/Explosion,Private Citizens & Property,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,3,0,0
2016,10,28,Latakia,Jableh,35.401883,35.948314,Bombing/Explosion,Military,Syria,Muslim extremists,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,3,0,0
2016,10,28,Aleppo,Aleppo,36.181389,37.111667,Bombing/Explosion,Private Citizens & Property,Syria,Ajnad al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,13,0,0
2016,10,28,Aleppo,Aleppo,36.20273,37.12988,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,13,0,0
2016,10,28,Aleppo,Aleppo,36.201219,37.117817,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,13,0,0
2016,10,28,Aleppo,Aleppo,36.192526,37.119158,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,12,0,0
2016,10,28,Aleppo,Aleppo,36.203001,37.13725,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,12,0,0
2016,10,28,Aleppo,Aleppo,36.200583,37.14395,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,12,0,0
2016,10,28,Aleppo,Aleppo,36.199662,37.139933,Bombing/Explosion,Private Citizens & Property,Syria,Al-Nusrah Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,12,0,0
2016,10,29,Aleppo,Aleppo,36.201282,37.095261,Bombing/Explosion,Military,Syria,Nur-al-Din al-Zinki Movement,NA,0,Explosives/Bombs/Dynamite,Vehicle,0,0,0,0
2016,10,29,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,6,0,0
2016,10,29,Aleppo,Aleppo,36.165493,37.09912,Armed Assault,Private Citizens & Property,Syria,Turkestan Islamic Party,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,29,Aleppo,Aleppo,36.165493,37.09912,Armed Assault,Private Citizens & Property,Syria,Turkestan Islamic Party,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,29,Aleppo,Aleppo,36.157885,37.1339,Armed Assault,Private Citizens & Property,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,29,Aleppo,Aleppo,36.157885,37.1339,Armed Assault,Private Citizens & Property,Syria,Shamiya Front,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,10,30,Aleppo,Aleppo,36.181389,37.111667,Bombing/Explosion,Military,Syria,Al-Nusrah Front,NA,0,Chemical,Explosive,0,35,0,0
2016,10,30,Aleppo,Aleppo,36.211683,37.1473,Bombing/Explosion,Government (Diplomatic),International,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,11,3,Aleppo,Aleppo,36.198945,37.096724,Bombing/Explosion,Private Citizens & Property,Syria,Nur-al-Din al-Zinki Movement,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,29,1,0
2016,11,3,Aleppo,Aleppo,36.174749,37.080497,Bombing/Explosion,Private Citizens & Property,Syria,Nur-al-Din al-Zinki Movement,NA,0,Explosives/Bombs/Dynamite,Vehicle,2,29,0,0
2016,11,3,Aleppo,Aleppo,36.211298,37.147459,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,29,0,0
2016,11,3,Aleppo,Aleppo,36.199029,37.129101,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,29,0,0
2016,11,3,Aleppo,Aleppo,36.201507,37.117728,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,28,0,0
2016,11,3,Homs,Huwaysis,34.831478,37.683634,Bombing/Explosion,Military,Syria,Islamic State of Iraq and the Levant (ISIL),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0
2016,11,3,Aleppo,Aleppo,36.174452,37.097709,Bombing/Explosion,Private Citizens & Property,Syria,Ahrar al-Sham,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,28,0,0
2016,11,3,Aleppo,Aleppo,36.181772,37.098724,Bombing/Explosion,Military,Syria,Nur-al-Din al-Zinki Movement,NA,0,Explosives/Bombs/Dynamite,Vehicle,1,28,0,0
2016,11,6,Damascus,Damascus,33.512952,36.292303,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,30,0,0
2016,11,7,Damascus,Damascus,33.508489,36.259607,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,4,0,0
2016,11,7,Damascus,Damascus,33.50145,36.246813,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,3,0,0
2016,11,9,Al Hasakah,Buwayr,37.0182,41.408558,Assassination,Terrorists/Non-State Militia,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,0
2016,11,9,Aleppo,Aleppo,36.21312,37.095492,Bombing/Explosion,Educational Institution,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",6,25,0,0
2016,11,9,Aleppo,Aleppo,36.177392,37.099885,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,0
2016,11,9,Aleppo,Aleppo,36.19957,37.096368,Bombing/Explosion,Private Citizens & Property,Syria,Jaish al-Fatah (Syria),NA,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,0
2016,11,11,Aleppo,Aleppo,36.165485,37.099149,Bombing/Explosion,Private Citizens & Property,Syria,Free Syrian Army,NA,0,Chemical,Explosive,2,24,0,0
2016,11,13,Aleppo,Azaz,36.586826,37.048084,Bombing/Explosion,Private Citizens & Property,Syria,Unknown,NA,0,Explosives/Bombs/Dynamite,Vehicle,1,11,0,0
